system,RB,RB2,XB,XB2,VB,VB2,PB,PB2,EB,EB2,NB,NB2,RA,IA,VA,PA,EA,NA,RX,XX,VX,PX,EX,AX,NX,BEAX,BEBX,BEB2X,Bandgap
Ag2BeZnCl6,0.59,0.88,1.57,1.65,2,12,5.6,5.75,3.369600005,1.356160002,4,30,1.086666667,7.602400012,11,6.78,2.962960005,47,0.78,3.16,7,2.18,1.261540802,3.612725,17,-2.931950148,-4.023792611,-2.016813197,1.3482
K2AgSbBr6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.710961454,-3.094295872,0.8403
Li2AgGaCl6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-2.931950148,-4.242998713,0.8554
Rb2AgSbBr6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-2.710961454,-3.094295872,0.8643
Na2AgGaCl6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-2.931950148,-4.242998713,0.8719
Cs2AgSbBr6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-2.710961454,-3.094295872,0.9002
K2AgGaCl6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-2.931950148,-4.242998713,0.9109
Cs2CuBiCl6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-3.638107435,-3.27283595,0.9321
Rb2CuBiCl6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-3.638107435,-3.27283595,0.9356
K2CuBiCl6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-3.638107435,-3.27283595,0.9392
Rb2AgGaCl6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-2.931950148,-4.242998713,0.9453
Na2CuBiCl6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-3.638107435,-3.27283595,0.9465
Li2CuBiCl6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-3.638107435,-3.27283595,0.9501
Li2AgInCl6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-2.931950148,-4.431521419,0.973
Na2AgInCl6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-2.931950148,-4.431521419,0.9842
K2AgInCl6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-2.931950148,-4.431521419,1.0127
Cs2AgGaCl6,1.086666667,0.76,1.93,1.81,11,3,6.78,8.12,2.962960005,2.828384005,47,31,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.931950148,-4.242998713,1.0157
Rb2AgInCl6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-2.931950148,-4.431521419,1.0358
Cs2AgInCl6,1.086666667,0.94,1.93,1.78,11,3,6.78,9.1,2.962960005,2.527200004,47,49,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.931950148,-4.431521419,1.083
Li2AgAlBr6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-2.710961454,-4.526240733,1.1847
Na2AgAlBr6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-2.710961454,-4.526240733,1.1933
Rb2LiGaBr6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.273256801,-3.706595889,1.1999
K2LiGaBr6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.273256801,-3.706595889,1.203
Cs2AgAlBr6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-2.710961454,-4.526240733,1.2033
Cs2LiGaBr6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-4.273256801,-3.706595889,1.2039
K2AgAlBr6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.710961454,-4.526240733,1.1673
Rb2AgAlBr6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-2.710961454,-4.526240733,1.2152
Na2LiGaBr6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.273256801,-3.706595889,1.2177
Li2LiGaBr6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-4.273256801,-3.706595889,1.2217
Li2AgBiBr6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-2.710961454,-2.995223886,1.2721
Li2AgSbCl6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-2.931950148,-3.393197278,1.2816
Na2AgBiBr6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-2.710961454,-2.995223886,1.2818
Na2AgSbCl6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-2.931950148,-3.393197278,1.2961
K2AgBiBr6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.710961454,-2.995223886,1.3113
Rb2AgBiBr6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-2.710961454,-2.995223886,1.3184
K2AgSbCl6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-2.931950148,-3.393197278,1.3276
Cs2AgBiBr6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-2.710961454,-2.995223886,1.3495
Rb2AgSbCl6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-2.931950148,-3.393197278,1.3525
Cs2AgSbCl6,1.086666667,0.83,1.93,2.05,11,5,6.78,6.6,2.962960005,2.749760004,47,51,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.931950148,-3.393197278,1.3997
Cs2NaGaBr6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.629490255,-3.706595889,1.4373
Rb2NaGaBr6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.629490255,-3.706595889,1.4455
K2NaGaBr6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.629490255,-3.706595889,1.4559
Na2NaGaBr6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.629490255,-3.706595889,1.4764
Li2NaGaBr6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.629490255,-3.706595889,1.494
Cs2LiInBr6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-4.273256801,-4.057958743,1.584
Rb2LiInBr6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.273256801,-4.057958743,1.6008
K2LiInBr6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.273256801,-4.057958743,1.6081
Na2LiInBr6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.273256801,-4.057958743,1.628
Li2LiInBr6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-4.273256801,-4.057958743,1.6397
Cs2CuScBr6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.401724661,-3.798499327,1.6905
Rb2CuScBr6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.401724661,-3.798499327,1.7286
K2CuScBr6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.401724661,-3.798499327,1.754
Na2CuScCl6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-3.638107435,-4.380249636,1.8107
Cs2NaInBr6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.629490255,-4.057958743,1.8141
Rb2NaInBr6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.629490255,-4.057958743,1.8289
Rb2AgBiCl6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-2.931950148,-3.27283595,1.8296
K2NaInBr6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.629490255,-4.057958743,1.8445
K2CuScCl6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-3.638107435,-4.380249636,1.8542
Rb2CuScCl6,0.82,0.885,1.9,1.36,11,3,6.2,17.8,3.508960006,3.929120006,29,21,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-3.638107435,-4.380249636,1.8599
Cs2AgBiCl6,1.086666667,1.035,1.93,2.02,11,5,6.78,7.4,2.962960005,2.179840003,47,83,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.931950148,-3.27283595,1.8679
Na2NaInBr6,1.16,0.94,0.93,1.78,1,3,24.11,9.1,1.118000002,2.527200004,11,49,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.629490255,-4.057958743,1.8688
Na2CsSbBr6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.864613159,-3.094295872,2.0565
Li2CsSbBr6,1.81,0.83,0.79,2.05,1,5,59.42,6.6,0.795600001,2.749760004,55,51,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-3.094295872,2.0677
K2RbGaBr6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.75,-3.706595889,2.1885
Na2RbGaBr6,1.66,0.76,0.82,1.81,1,3,47.24,8.12,0.841360001,2.828384005,37,31,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.75,-3.706595889,2.191
Cs2AgAlCl6,1.086666667,0.675,1.93,1.61,11,3,6.78,6.8,2.962960005,3.441360006,47,13,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.931950148,-5.067606027,2.2606
Li2RbSbBr6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.75,-3.094295872,2.2642
Na2RbSbBr6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.75,-3.094295872,2.2772
Na2CsGaBr6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.864613159,-3.706595889,2.3379
Cs2LiSbBr6,0.9,0.83,0.98,2.05,1,5,24.33,6.6,1.656720003,2.749760004,3,51,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-4.273256801,-3.094295872,2.3412
Cs2CsGaBr6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.864613159,-3.706595889,2.3465
Li2CsGaBr6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-3.706595889,2.3487
Cs2LiAlBr6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-4.273256801,-4.526240733,2.3507
Rb2CsGaBr6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.864613159,-3.706595889,2.3668
Rb2LiAlBr6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.273256801,-4.526240733,2.3783
K2CsGaBr6,1.81,0.76,0.79,1.81,1,3,59.42,8.12,0.795600001,2.828384005,55,31,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.864613159,-3.706595889,2.3805
K2LiAlBr6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.273256801,-4.526240733,2.3994
Li2RbSbCl6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-4.016865235,-3.393197278,2.4133
Na2RbSbCl6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-4.016865235,-3.393197278,2.4219
Na2LiAlBr6,0.9,0.675,0.98,1.61,1,3,24.33,6.8,1.656720003,3.441360006,3,13,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.273256801,-4.526240733,2.4384
Li2CsBiBr6,1.81,1.035,0.79,2.02,1,5,59.42,7.4,0.795600001,2.179840003,55,83,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-2.995223886,2.5355
Na2CsInBr6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.864613159,-4.057958743,2.5558
K2LiGaCl6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-4.684686849,-4.242998713,2.5592
Li2CsInBr6,1.81,0.94,0.79,1.78,1,3,59.42,9.1,0.795600001,2.527200004,55,49,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-4.057958743,2.5622
Rb2NaAlBr6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-3.629490255,-4.526240733,2.5625
K2NaAlBr6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.629490255,-4.526240733,2.5861
Na2LiGaCl6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-4.684686849,-4.242998713,2.6237
Na2NaAlBr6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.629490255,-4.526240733,2.6307
Li2LiGaCl6,0.9,0.76,0.98,1.81,1,3,24.33,8.12,1.656720003,2.828384005,3,31,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-4.684686849,-4.242998713,2.6507
Li2NaAlBr6,1.16,0.675,0.93,1.61,1,3,24.11,6.8,1.118000002,3.441360006,11,13,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.629490255,-4.526240733,2.6572
Li2CsAlBr6,1.81,0.675,0.79,1.61,1,3,59.42,6.8,0.795600001,3.441360006,55,13,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-4.526240733,2.6704
Cs2AgScBr6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-2.710961454,-3.798499327,2.7575
Li2RbAlBr6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.75,-4.526240733,2.7585
Rb2AgScBr6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-2.710961454,-3.798499327,2.7696
Cs2LiInCl6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-4.684686849,-4.431521419,2.7717
K2AgScBr6,1.086666667,0.885,1.93,1.36,11,3,6.78,17.8,2.962960005,3.929120006,47,21,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.710961454,-3.798499327,2.7737
K2NaGaCl6,1.16,0.76,0.93,1.81,1,3,24.11,8.12,1.118000002,2.828384005,11,31,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-3.955721302,-4.242998713,2.7826
Na2RbAlBr6,1.66,0.675,0.82,1.61,1,3,47.24,6.8,0.841360001,3.441360006,37,13,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.75,-4.526240733,2.786
Li2CsScBr6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-3.864613159,-3.798499327,2.8083
Li2NaSbCl6,1.16,0.83,0.93,2.05,1,5,24.11,6.6,1.118000002,2.749760004,11,51,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-3.955721302,-3.393197278,2.8098
Na2CsScBr6,1.81,0.885,0.79,1.36,1,3,59.42,17.8,0.795600001,3.929120006,55,21,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.864613159,-3.798499327,2.8117
Rb2LiInCl6,0.9,0.94,0.98,1.78,1,3,24.33,9.1,1.656720003,2.527200004,3,49,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-4.684686849,-4.431521419,2.834
K2RbSbBr6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.75,-3.094295872,2.8377
Cs2RbSbBr6,1.66,0.83,0.82,2.05,1,5,47.24,6.6,0.841360001,2.749760004,37,51,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.75,-3.094295872,2.8394
