Chemical_Formula,A_Atom,B_Atom,Relax_Volume,Relax_Lattice_Constant,Relax_Energy,Tight_Volume,Tight_Lattice_Constant,Tight_Energy,Plus_Volume,Plus_Lattice_Constant,Plus_Energy,Minus_Volume,Minus_Lattice_Constant,Minus_Energy,formula,B0_eV_A3,r_s_A,r_val_A,r_s_cat_A,r_val_cat_A,epsilon_H_A,epsilon_L_A,EA_A,IP_A,EN_A,Z_A,n_A,r_s_B,r_val_B,r_s_cat_B,r_val_cat_B,epsilon_H_B,epsilon_L_B,EA_B,IP_B,EN_B,Z_B,n_B,nA_times_nB
BeWO3,Be,W,57.5959,3.86719,-459089.475524403,57.5959,3.861866,-459089.476769683,59.3411,3.900485,-459089.439919477,55.8852,3.823247,-459089.436007459,BeWO3,1.446452865658454,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,4,8
BeZnO3,Be,Zn,50.9497,3.711781,-55599.311383848,50.9497,3.707209,-55599.312672652,52.4935,3.744281,-55599.292092,49.4364,3.670137,-55599.290695812,BeZnO3,0.8711124758281145,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,4,8
BeZrO3,Be,Zr,66.5477,4.057397,-105254.164209733,66.5477,4.052388,-105254.165270193,68.5642,4.092912,-105254.134231467,64.5712,4.011865,-105254.131552509,BeZrO3,1.044468739457962,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,4,8
CaAgO3,Ca,Ag,62.3677,3.976171,-170977.924936599,62.3677,3.965701,-170977.926129062,64.2575,4.005358,-170977.902240246,60.5153,3.926044,-170977.898117393,CaAgO3,0.8792595189236004,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,4,8
CaAlO3,Ca,Al,51.0796,3.718382,-31268.962402233,51.0796,3.710357,-31268.963941052,52.6273,3.747461,-31268.938581928,49.5624,3.673254,-31268.937675892,CaAlO3,1.0559348430526645,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,4,8
CaBiO3,Ca,Bi,78.7628,4.274041,-633652.376553001,78.7628,4.286542,-633652.378683727,81.1494,4.329408,-633652.351574541,76.4235,4.243677,-633652.346494162,CaBiO3,0.7735319772405301,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,4,8
CaCdO3,Ca,Cd,67.3658,4.08412,-178724.071567636,67.3658,4.068927,-178724.072650676,69.4071,4.109616,-178724.055774327,65.365,4.028238,-178724.050379113,CaCdO3,0.6061329216862527,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,4,8
CaCoO3,Ca,Co,49.8171,3.686384,-62703.268243845,49.8171,3.679535,-62703.270087407,51.3267,3.71633,-62703.242800477,48.3375,3.64274,-62703.244757317,CaCoO3,1.0943942251822008,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,4,8
CaCrO3,Ca,Cr,50.7443,3.709037,-53327.987278677,50.7443,3.702221,-53327.98917181,52.2819,3.739243,-53327.957704725,49.2371,3.665198,-53327.956151611,CaCrO3,1.3285604712010324,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,4,8
CaCuO3,Ca,Cu,52.2876,3.747874,-69870.710194299,52.2876,3.73938,-69870.711543474,53.872,3.776774,-69870.688576678,50.7346,3.701986,-69870.68798304,CaCuO3,0.9315282598215844,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,4,8
CaFeO3,Ca,Fe,49.6583,3.681709,-59399.036893344,49.6583,3.675619,-59399.038814406,51.163,3.712376,-59399.008528285,48.1834,3.638863,-59399.008708714,CaFeO3,1.2666148839956748,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,4,8
CaGaO3,Ca,Ga,56.2981,3.848332,-77806.470671728,56.2981,3.83264,-77806.472084246,58.004,3.870966,-77806.447402607,54.626,3.794314,-77806.44548945,CaGaO3,0.955194422623684,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,4,8
CaGeO3,Ca,Ge,52.2395,3.755617,-82064.28430567,52.2395,3.738232,-82064.285885083,53.8224,3.775614,-82064.257278555,50.6879,3.70085,-82064.25517456,CaGeO3,1.1932414334563175,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,4,8
CaMnO3,Ca,Mn,49.9177,3.68923,-56275.406650616,49.9177,3.682009,-56275.40862132,51.4303,3.718829,-56275.379843126,48.4351,3.645189,-56275.379144929,CaMnO3,1.209199443612314,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,4,8
CaMoO3,Ca,Mo,59.6966,3.915468,-135843.064021347,59.6966,3.908258,-135843.065611514,61.5055,3.94734,-135843.030946464,57.9236,3.869175,-135843.027741851,CaMoO3,1.2889291629832946,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,4,8
CaNbO3,Ca,Nb,63.2119,3.989949,-129508.881905157,63.2119,3.983514,-129508.883420419,65.1273,4.023349,-129508.849167088,61.3345,3.943679,-129508.846418919,CaNbO3,1.197877259423765,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,4,8
CaNiO3,Ca,Ni,51.0464,3.717473,-66192.557477561,51.0464,3.709555,-66192.55924952,52.5932,3.74665,-66192.535171325,49.5303,3.672459,-66192.53393988,CaNiO3,0.9974445134606548,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,4,8
CaPbO3,Ca,Pb,73.8326,4.184288,-614661.144722595,73.8326,4.195168,-614661.145664752,76.0698,4.237119,-614661.120714186,71.6397,4.153216,-614661.116577624,CaPbO3,0.7827579824126718,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.0396500000000002,1.4028500000000002,1.0277500000000002,,-1.91532204133536e-18,-5.428286543633856e-19,-7.386567747227957e-20,1.052943794133563e-18,,82,4,8
CaPdO3,Ca,Pd,59.717,3.923047,-163475.815374578,59.717,3.908703,-163475.816528491,61.5265,3.94779,-163475.79249849,57.9433,3.869616,-163475.79394968,CaPdO3,0.8262023068316062,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.40755,0.58065,1.27995,,-6.56315630944512e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,1.58,46,4,8
CaPtO3,Ca,Pt,60.8889,3.945776,-542806.724164248,60.8889,3.934107,-542806.725365818,62.7339,3.973448,-542806.694910369,59.0805,3.894766,-542806.690928359,CaPtO3,1.1609082566928544,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,4,8
CaRhO3,Ca,Rh,57.9519,3.87853,-156215.092415743,57.9519,3.869806,-156215.093999734,59.7079,3.908504,-156215.062891191,56.2307,3.831108,-156215.060761835,CaRhO3,1.1719947006134053,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,4,8
CaRuO3,Ca,Ru,57.5053,3.867436,-149191.928726962,57.5053,3.859841,-149191.930238793,59.2478,3.898439,-149191.896557995,55.7974,3.821242,-149191.895360491,CaRuO3,1.266140131846913,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,4,8
CaSbO3,Ca,Sb,71.0956,4.173231,-203440.023297643,71.0956,4.142675,-203440.024296774,73.2498,4.184101,-203439.997830942,68.984,4.101248,-203439.991836103,CaSbO3,0.8858236870406784,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,4,8
CaSnO3,Ca,Sn,65.0875,4.057042,-194955.636692542,65.0875,4.022529,-194955.637909869,67.0597,4.062755,-194955.609027871,63.1543,3.982304,-194955.605175635,CaSnO3,1.0078674140013988,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,4,8
CaTaO3,Ca,Ta,63.1947,3.988107,-461764.884853923,63.1947,3.983153,-461764.886570579,65.1096,4.022985,-461764.852161815,61.3178,3.943322,-461764.84628311,CaTaO3,1.2486984427129708,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,4,8
CaTcO3,Ca,Tc,58.2111,3.882861,-142402.590831123,58.2111,3.875567,-142402.592277536,59.9749,3.914322,-142402.558542211,56.4821,3.836811,-142402.554890754,CaTcO3,1.300187105577581,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,4,8
CaTiO3,Ca,Ti,56.6292,3.845324,-47942.59467196,56.6292,3.840137,-47942.596161436,58.3451,3.878539,-47942.565106402,54.9472,3.801736,-47942.563480764,CaTiO3,1.191522129015336,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,4,8
CaVO3,Ca,V,52.9514,3.760822,-50551.798769324,52.9514,3.755138,-50551.800527642,54.5559,3.792689,-50551.768733801,51.3787,3.717586,-50551.767471093,CaVO3,1.2868004140340026,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,4,8
CaWO3,Ca,W,60.3404,3.928062,-477230.584724757,60.3404,3.922256,-477230.586606253,62.1687,3.961479,-477230.551253312,58.5482,3.883034,-477230.544807731,CaWO3,1.3467525844109924,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,4,8
CaZnO3,Ca,Zn,55.6234,3.824686,-73741.359880351,55.6234,3.817267,-73741.361363888,57.3089,3.85544,-73741.339949489,53.9714,3.779095,-73741.339722982,CaZnO3,0.8012446630716931,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,4,8
CaZrO3,Ca,Zr,68.7873,4.10422,-123396.778566444,68.7873,4.097348,-123396.779904345,70.8717,4.138322,-123396.747687744,66.7443,4.056375,-123396.744866384,CaZrO3,1.0417549163751092,1.80005,1.80005,1.6637500000000005,,-5.956107609590207e-19,-2.999178503540352e-19,1.883305826029802e-19,1.0053408948779353e-18,1.034,20,2,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,4,8
CeAgO3,Ce,Ag,64.9052,4.024688,-397873.892090277,64.9052,4.018771,-397873.893272366,66.8719,4.058959,-397873.86456271,62.9775,3.978583,-397873.858670852,CeAgO3,1.0419487104632623,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,3,9
CeAlO3,Ce,Al,52.3951,3.748942,-258165.681905673,52.3951,3.741942,-258165.683930353,53.9828,3.779361,-258165.652778365,50.839,3.704522,-258165.649097322,CeAlO3,1.3107138815948285,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,3,9
CeBiO3,Ce,Bi,83.7291,4.361312,-860545.914555966,83.7291,4.374806,-860545.916011643,86.2662,4.418554,-860545.892398814,81.2423,4.331058,-860545.887514177,CeBiO3,0.6494148828199996,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,3,9
CeCdO3,Ce,Cd,68.3579,4.095377,-405620.437475297,68.3579,4.088803,-405620.438500634,70.4292,4.129691,-405620.411796496,66.3276,4.047915,-405620.405201365,CeCdO3,0.9384480468204388,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,3,9
CeCoO3,Ce,Co,51.4236,3.722929,-289600.222880461,51.4236,3.718669,-289600.225629266,52.9818,3.755855,-289600.192587877,49.8963,3.681482,-289600.186592002,CeCoO3,1.4334519688005236,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,3,9
CeCrO3,Ce,Cr,53.1126,3.764099,-280222.653455125,53.1126,3.758945,-280222.656103542,54.722,3.796535,-280222.621374445,51.5351,3.721356,-280222.616352202,CeCrO3,1.4438712584552156,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,3,9
CeCuO3,Ce,Cu,54.0105,3.783939,-296767.889976128,54.0105,3.780008,-296767.891641127,55.6471,3.817808,-296767.861382026,52.4063,3.742208,-296767.856542583,CeCuO3,1.2714190745118792,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,3,9
CeFeO3,Ce,Fe,51.2704,3.719143,-286295.331979951,51.2704,3.714971,-286295.334790229,52.8239,3.752121,-286295.300808457,49.7476,3.677821,-286295.29516084,CeFeO3,1.468793283321814,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,3,9
CeGaO3,Ce,Ga,56.6576,3.850771,-304703.240996163,56.6576,3.840779,-304703.242730885,58.3743,3.879186,-304703.211766234,54.9748,3.802371,-304703.207458318,CeGaO3,1.2273840117324413,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,3,9
CeGeO3,Ce,Ge,59.2085,3.920434,-308957.520913039,59.2085,3.897576,-308957.522839347,61.0025,3.936552,-308957.497934071,57.4499,3.8586,-308957.495700224,CeGeO3,0.9056505390293492,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,3,9
CeMnO3,Ce,Mn,51.9218,3.734963,-283170.883622216,51.9218,3.730639,-283170.886308318,53.4951,3.767946,-283170.852048596,50.3797,3.693333,-283170.84621781,CeMnO3,1.4706969231445024,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,3,9
CeMoO3,Ce,Mo,61.021,3.944205,-362736.775234713,61.021,3.93695,-362736.777506312,62.87,3.976319,-362736.740813275,59.2087,3.89758,-362736.734613406,CeMoO3,1.3620612683687037,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,3,9
CeNbO3,Ce,Nb,63.8763,4.005223,-356402.52582856,63.8763,3.997422,-356402.527988207,65.8119,4.037396,-356402.492090419,61.9791,3.957448,-356402.485852448,CeNbO3,1.277852645085459,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,3,9
CeNiO3,Ce,Ni,52.3983,3.746353,-293089.722390507,52.3983,3.742017,-293089.724802625,53.986,3.779437,-293089.692217762,50.842,3.704597,-293089.688374184,CeNiO3,1.3583403433171093,2.02455,0.38005,1.91885,,-5.6169428407330575e-19,-3.930443664380352e-19,9.9913576571649e-20,9.248592741729621e-19,1.16,58,3,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,3,9
